typename,ntype,year,month,nattack,day,country,idate
Incendiary,6,1992,1,12,1,GBR,1992/1/1
Incendiary,6,1992,2,4,1,GBR,1992/2/1
Incendiary,6,1992,3,1,1,GBR,1992/3/1
Incendiary,6,1992,4,3,1,GBR,1992/4/1
Incendiary,6,1992,5,2,1,GBR,1992/5/1
Incendiary,6,1992,6,12,1,GBR,1992/6/1
Incendiary,6,1992,7,7,1,GBR,1992/7/1
Incendiary,6,1992,8,2,1,GBR,1992/8/1
Incendiary,6,1992,9,6,1,GBR,1992/9/1
Incendiary,6,1992,12,1,1,GBR,1992/12/1
Incendiary,6,1994,1,20,1,GBR,1994/1/1
Incendiary,6,1994,2,25,1,GBR,1994/2/1
Incendiary,6,1994,6,3,1,GBR,1994/6/1
Incendiary,6,1994,7,5,1,GBR,1994/7/1
Incendiary,6,1994,8,1,1,GBR,1994/8/1
Incendiary,6,1995,1,2,1,GBR,1995/1/1
Incendiary,6,1995,4,1,1,GBR,1995/4/1
Incendiary,6,1995,7,2,1,GBR,1995/7/1
Incendiary,6,1996,9,1,1,GBR,1996/9/1
Incendiary,6,1996,12,3,1,GBR,1996/12/1
Incendiary,6,1997,6,2,1,GBR,1997/6/1
Incendiary,6,1997,7,5,1,GBR,1997/7/1
Incendiary,6,1998,6,2,1,GBR,1998/6/1
Incendiary,6,1998,7,10,1,GBR,1998/7/1
Incendiary,6,1998,8,3,1,GBR,1998/8/1
Incendiary,6,1999,3,1,1,GBR,1999/3/1
Incendiary,6,1999,4,1,1,GBR,1999/4/1
Incendiary,6,1999,6,5,1,GBR,1999/6/1
Incendiary,6,1999,7,4,1,GBR,1999/7/1
Incendiary,6,1999,8,1,1,GBR,1999/8/1
Incendiary,6,2000,6,1,1,GBR,2000/6/1
Incendiary,6,2000,7,3,1,GBR,2000/7/1
Incendiary,6,2000,9,1,1,GBR,2000/9/1
Incendiary,6,2000,12,1,1,GBR,2000/12/1
Incendiary,6,2001,3,4,1,GBR,2001/3/1
Incendiary,6,2001,4,1,1,GBR,2001/4/1
Incendiary,6,2001,7,1,1,GBR,2001/7/1
Incendiary,6,2001,8,2,1,GBR,2001/8/1
Incendiary,6,2002,5,1,1,GBR,2002/5/1
Incendiary,6,2003,3,1,1,GBR,2003/3/1
Incendiary,6,2003,12,1,1,GBR,2003/12/1
Incendiary,6,2004,9,1,1,GBR,2004/9/1
Incendiary,6,2005,3,4,1,GBR,2005/3/1
Incendiary,6,2005,6,1,1,GBR,2005/6/1
Incendiary,6,2005,7,2,1,GBR,2005/7/1
Incendiary,6,2005,9,2,1,GBR,2005/9/1
Incendiary,6,2006,4,3,1,GBR,2006/4/1
Incendiary,6,2007,3,1,1,GBR,2007/3/1
Incendiary,6,2007,6,1,1,GBR,2007/6/1
Incendiary,6,2007,7,1,1,GBR,2007/7/1
Incendiary,6,2008,4,4,1,GBR,2008/4/1
Incendiary,6,2008,5,6,1,GBR,2008/5/1
Incendiary,6,2008,6,3,1,GBR,2008/6/1
Incendiary,6,2008,7,1,1,GBR,2008/7/1
Incendiary,6,2008,8,7,1,GBR,2008/8/1
Incendiary,6,2008,9,1,1,GBR,2008/9/1
Incendiary,6,2009,1,1,1,GBR,2009/1/1
Incendiary,6,2009,4,1,1,GBR,2009/4/1
Incendiary,6,2009,5,2,1,GBR,2009/5/1
Incendiary,6,2009,6,1,1,GBR,2009/6/1
Incendiary,6,2009,7,1,1,GBR,2009/7/1
Incendiary,6,2010,1,1,1,GBR,2010/1/1
Incendiary,6,2010,8,1,1,GBR,2010/8/1
Incendiary,6,2011,1,3,1,GBR,2011/1/1
Incendiary,6,2011,4,1,1,GBR,2011/4/1
Incendiary,6,2011,5,1,1,GBR,2011/5/1
Incendiary,6,2011,6,1,1,GBR,2011/6/1
Incendiary,6,2011,7,2,1,GBR,2011/7/1
Incendiary,6,2012,4,4,1,GBR,2012/4/1
Incendiary,6,2012,5,2,1,GBR,2012/5/1
Incendiary,6,2012,7,1,1,GBR,2012/7/1
Incendiary,6,2012,9,2,1,GBR,2012/9/1
Incendiary,6,2012,12,1,1,GBR,2012/12/1
Incendiary,6,2013,1,5,1,GBR,2013/1/1
Incendiary,6,2013,2,2,1,GBR,2013/2/1
Incendiary,6,2013,3,3,1,GBR,2013/3/1
Incendiary,6,2013,5,3,1,GBR,2013/5/1
Incendiary,6,2013,6,11,1,GBR,2013/6/1
Incendiary,6,2013,7,2,1,GBR,2013/7/1
Incendiary,6,2013,8,5,1,GBR,2013/8/1
Incendiary,6,2013,9,2,1,GBR,2013/9/1
Incendiary,6,2013,10,2,1,GBR,2013/10/1
Incendiary,6,2013,11,1,1,GBR,2013/11/1
Incendiary,6,2013,12,3,1,GBR,2013/12/1
Incendiary,6,2014,1,1,1,GBR,2014/1/1
Incendiary,6,2014,2,2,1,GBR,2014/2/1
Incendiary,6,2014,3,3,1,GBR,2014/3/1
Incendiary,6,2014,4,2,1,GBR,2014/4/1
Incendiary,6,2014,5,1,1,GBR,2014/5/1
Incendiary,6,2014,6,6,1,GBR,2014/6/1
Incendiary,6,2014,7,3,1,GBR,2014/7/1
Incendiary,6,2014,8,8,1,GBR,2014/8/1
Incendiary,6,2014,9,6,1,GBR,2014/9/1
Incendiary,6,2014,10,5,1,GBR,2014/10/1
Incendiary,6,2014,11,3,1,GBR,2014/11/1
Incendiary,6,2014,12,5,1,GBR,2014/12/1
Melee,7,1992,1,2,1,GBR,1992/1/1
Melee,7,1992,2,1,1,GBR,1992/2/1
Melee,7,1992,7,2,1,GBR,1992/7/1
Melee,7,1992,9,1,1,GBR,1992/9/1
Melee,7,1992,11,1,1,GBR,1992/11/1
Melee,7,1994,12,1,1,GBR,1994/12/1
Melee,7,1995,5,1,1,GBR,1995/5/1
Melee,7,1995,8,1,1,GBR,1995/8/1
Melee,7,1995,11,2,1,GBR,1995/11/1
Melee,7,1997,2,1,1,GBR,1997/2/1
Melee,7,1997,4,1,1,GBR,1997/4/1
Melee,7,1997,7,1,1,GBR,1997/7/1
Melee,7,1997,9,1,1,GBR,1997/9/1
Melee,7,1997,11,1,1,GBR,1997/11/1
Melee,7,1998,4,1,1,GBR,1998/4/1
Melee,7,1999,1,2,1,GBR,1999/1/1
Melee,7,1999,3,1,1,GBR,1999/3/1
Melee,7,1999,6,2,1,GBR,1999/6/1
Melee,7,1999,8,2,1,GBR,1999/8/1
Melee,7,1999,10,1,1,GBR,1999/10/1
Melee,7,1999,11,1,1,GBR,1999/11/1
Melee,7,1999,12,1,1,GBR,1999/12/1
Melee,7,2000,5,1,1,GBR,2000/5/1
Melee,7,2000,6,1,1,GBR,2000/6/1
Melee,7,2000,9,1,1,GBR,2000/9/1
Melee,7,2000,10,1,1,GBR,2000/10/1
Melee,7,2000,11,1,1,GBR,2000/11/1
Melee,7,2001,8,1,1,GBR,2001/8/1
Melee,7,2001,9,1,1,GBR,2001/9/1
Melee,7,2003,11,1,1,GBR,2003/11/1
Melee,7,2004,9,1,1,GBR,2004/9/1
Melee,7,2005,9,1,1,GBR,2005/9/1
Melee,7,2007,3,1,1,GBR,2007/3/1
Melee,7,2008,8,2,1,GBR,2008/8/1
Melee,7,2010,5,1,1,GBR,2010/5/1
Melee,7,2011,2,1,1,GBR,2011/2/1
Melee,7,2012,9,1,1,GBR,2012/9/1
Melee,7,2013,4,1,1,GBR,2013/4/1
Melee,7,2013,5,3,1,GBR,2013/5/1
Melee,7,2013,8,1,1,GBR,2013/8/1
Other,8,2013,8,1,1,GBR,2013/8/1
Sabotage Equipment,10,2011,1,1,1,GBR,2011/1/1
Sabotage Equipment,10,2011,10,1,1,GBR,2011/10/1
Unknown,11,1992,1,1,1,GBR,1992/1/1
Unknown,11,1992,3,1,1,GBR,1992/3/1
Unknown,11,1992,4,1,1,GBR,1992/4/1
Unknown,11,1992,5,1,1,GBR,1992/5/1
Unknown,11,1992,9,1,1,GBR,1992/9/1
Unknown,11,1992,11,2,1,GBR,1992/11/1
Unknown,11,1994,3,1,1,GBR,1994/3/1
Unknown,11,1994,7,3,1,GBR,1994/7/1
Unknown,11,1994,9,1,1,GBR,1994/9/1
Unknown,11,1994,12,1,1,GBR,1994/12/1
Unknown,11,1996,3,1,1,GBR,1996/3/1
Unknown,11,1997,12,2,1,GBR,1997/12/1
Unknown,11,2010,4,1,1,GBR,2010/4/1
Unknown,11,2010,5,1,1,GBR,2010/5/1
Unknown,11,2012,9,1,1,GBR,2012/9/1
Unknown,11,2013,11,1,1,GBR,2013/11/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,1992,9,1,1,GBR,1992/9/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2004,9,1,1,GBR,2004/9/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2014,8,2,1,GBR,2014/8/1
Biological,1,2001,10,11,1,USA,2001/10/1
Biological,1,2001,11,1,1,USA,2001/11/1
Biological,1,2003,10,1,1,USA,2003/10/1
Biological,1,2003,11,1,1,USA,2003/11/1
Biological,1,2004,2,1,1,USA,2004/2/1
Biological,1,2005,3,1,1,USA,2005/3/1
Biological,1,2010,11,1,1,USA,2010/11/1
Biological,1,2013,5,3,1,USA,2013/5/1
Chemical,2,1998,3,1,1,USA,1998/3/1
Chemical,2,2000,3,1,1,USA,2000/3/1
Chemical,2,2000,4,1,1,USA,2000/4/1
Chemical,2,2010,2,1,1,USA,2010/2/1
Chemical,2,2014,10,1,1,USA,2014/10/1
Explosives/Bombs/Dynamite,3,1992,2,2,1,USA,1992/2/1
Explosives/Bombs/Dynamite,3,1992,12,1,1,USA,1992/12/1
Explosives/Bombs/Dynamite,3,1994,1,2,1,USA,1994/1/1
Explosives/Bombs/Dynamite,3,1994,4,1,1,USA,1994/4/1
Explosives/Bombs/Dynamite,3,1994,5,1,1,USA,1994/5/1
Explosives/Bombs/Dynamite,3,1994,7,1,1,USA,1994/7/1
Explosives/Bombs/Dynamite,3,1994,8,1,1,USA,1994/8/1
Explosives/Bombs/Dynamite,3,1994,10,1,1,USA,1994/10/1
Explosives/Bombs/Dynamite,3,1994,11,2,1,USA,1994/11/1
Explosives/Bombs/Dynamite,3,1994,12,2,1,USA,1994/12/1
Explosives/Bombs/Dynamite,3,1995,1,2,1,USA,1995/1/1
Explosives/Bombs/Dynamite,3,1995,3,3,1,USA,1995/3/1
Explosives/Bombs/Dynamite,3,1995,4,4,1,USA,1995/4/1
Explosives/Bombs/Dynamite,3,1995,5,2,1,USA,1995/5/1
Explosives/Bombs/Dynamite,3,1995,8,1,1,USA,1995/8/1
Explosives/Bombs/Dynamite,3,1995,10,2,1,USA,1995/10/1
Explosives/Bombs/Dynamite,3,1995,11,1,1,USA,1995/11/1
Explosives/Bombs/Dynamite,3,1995,12,1,1,USA,1995/12/1
Explosives/Bombs/Dynamite,3,1996,1,5,1,USA,1996/1/1
Explosives/Bombs/Dynamite,3,1996,4,3,1,USA,1996/4/1
Explosives/Bombs/Dynamite,3,1996,5,1,1,USA,1996/5/1
Explosives/Bombs/Dynamite,3,1996,7,3,1,USA,1996/7/1
Explosives/Bombs/Dynamite,3,1996,8,1,1,USA,1996/8/1
Explosives/Bombs/Dynamite,3,1996,9,2,1,USA,1996/9/1
Explosives/Bombs/Dynamite,3,1996,10,1,1,USA,1996/10/1
Explosives/Bombs/Dynamite,3,1996,11,1,1,USA,1996/11/1
Explosives/Bombs/Dynamite,3,1997,1,7,1,USA,1997/1/1
Explosives/Bombs/Dynamite,3,1997,2,3,1,USA,1997/2/1
Explosives/Bombs/Dynamite,3,1997,3,1,1,USA,1997/3/1
Explosives/Bombs/Dynamite,3,1997,5,1,1,USA,1997/5/1
Explosives/Bombs/Dynamite,3,1997,7,1,1,USA,1997/7/1
Explosives/Bombs/Dynamite,3,1997,11,1,1,USA,1997/11/1
Explosives/Bombs/Dynamite,3,1997,12,3,1,USA,1997/12/1
Explosives/Bombs/Dynamite,3,1998,1,1,1,USA,1998/1/1
Explosives/Bombs/Dynamite,3,1998,6,2,1,USA,1998/6/1
Explosives/Bombs/Dynamite,3,1998,7,1,1,USA,1998/7/1
Explosives/Bombs/Dynamite,3,1998,8,1,1,USA,1998/8/1
Explosives/Bombs/Dynamite,3,1998,10,4,1,USA,1998/10/1
Explosives/Bombs/Dynamite,3,1999,3,5,1,USA,1999/3/1
Explosives/Bombs/Dynamite,3,1999,8,1,1,USA,1999/8/1
Explosives/Bombs/Dynamite,3,1999,9,1,1,USA,1999/9/1
Explosives/Bombs/Dynamite,3,2000,1,2,1,USA,2000/1/1
Explosives/Bombs/Dynamite,3,2000,2,1,1,USA,2000/2/1
Explosives/Bombs/Dynamite,3,2000,3,1,1,USA,2000/3/1
Explosives/Bombs/Dynamite,3,2000,6,1,1,USA,2000/6/1
Explosives/Bombs/Dynamite,3,2000,7,1,1,USA,2000/7/1
Explosives/Bombs/Dynamite,3,2001,6,1,1,USA,2001/6/1
Explosives/Bombs/Dynamite,3,2001,9,1,1,USA,2001/9/1
Explosives/Bombs/Dynamite,3,2002,5,19,1,USA,2002/5/1
Explosives/Bombs/Dynamite,3,2002,7,1,1,USA,2002/7/1
Explosives/Bombs/Dynamite,3,2003,8,1,1,USA,2003/8/1
Explosives/Bombs/Dynamite,3,2003,9,1,1,USA,2003/9/1
Explosives/Bombs/Dynamite,3,2005,2,2,1,USA,2005/2/1
Explosives/Bombs/Dynamite,3,2005,4,1,1,USA,2005/4/1
Explosives/Bombs/Dynamite,3,2005,5,1,1,USA,2005/5/1
Explosives/Bombs/Dynamite,3,2005,12,1,1,USA,2005/12/1
Explosives/Bombs/Dynamite,3,2006,7,1,1,USA,2006/7/1
Explosives/Bombs/Dynamite,3,2007,4,1,1,USA,2007/4/1
Explosives/Bombs/Dynamite,3,2007,10,1,1,USA,2007/10/1
Explosives/Bombs/Dynamite,3,2008,3,1,1,USA,2008/3/1
Explosives/Bombs/Dynamite,3,2008,4,1,1,USA,2008/4/1
Explosives/Bombs/Dynamite,3,2009,2,1,1,USA,2009/2/1
Explosives/Bombs/Dynamite,3,2009,8,1,1,USA,2009/8/1
Explosives/Bombs/Dynamite,3,2009,12,1,1,USA,2009/12/1
Explosives/Bombs/Dynamite,3,2010,2,1,1,USA,2010/2/1
Explosives/Bombs/Dynamite,3,2010,5,2,1,USA,2010/5/1
Explosives/Bombs/Dynamite,3,2010,9,1,1,USA,2010/9/1
Explosives/Bombs/Dynamite,3,2011,1,2,1,USA,2011/1/1
Explosives/Bombs/Dynamite,3,2011,5,1,1,USA,2011/5/1
Explosives/Bombs/Dynamite,3,2012,6,1,1,USA,2012/6/1
Explosives/Bombs/Dynamite,3,2012,8,1,1,USA,2012/8/1
Explosives/Bombs/Dynamite,3,2013,1,1,1,USA,2013/1/1
Explosives/Bombs/Dynamite,3,2013,4,5,1,USA,2013/4/1
Explosives/Bombs/Dynamite,3,2013,8,1,1,USA,2013/8/1
Explosives/Bombs/Dynamite,3,2013,9,1,1,USA,2013/9/1
Explosives/Bombs/Dynamite,3,2014,5,1,1,USA,2014/5/1
Explosives/Bombs/Dynamite,3,2014,6,2,1,USA,2014/6/1
Explosives/Bombs/Dynamite,3,2014,8,1,1,USA,2014/8/1
Fake Weapons,4,1998,2,1,1,USA,1998/2/1
Fake Weapons,4,2003,3,1,1,USA,2003/3/1
Firearms,5,1992,1,1,1,USA,1992/1/1
Firearms,5,1992,2,1,1,USA,1992/2/1
Firearms,5,1992,3,1,1,USA,1992/3/1
Firearms,5,1992,4,1,1,USA,1992/4/1
Firearms,5,1992,12,1,1,USA,1992/12/1
Firearms,5,1994,1,1,1,USA,1994/1/1
Firearms,5,1994,2,1,1,USA,1994/2/1
Firearms,5,1994,3,3,1,USA,1994/3/1
Firearms,5,1994,5,2,1,USA,1994/5/1
Firearms,5,1994,6,1,1,USA,1994/6/1
Firearms,5,1994,7,1,1,USA,1994/7/1
Firearms,5,1994,9,1,1,USA,1994/9/1
Firearms,5,1994,10,5,1,USA,1994/10/1
Firearms,5,1994,11,1,1,USA,1994/11/1
Firearms,5,1994,12,6,1,USA,1994/12/1
Firearms,5,1995,1,1,1,USA,1995/1/1
Firearms,5,1995,3,1,1,USA,1995/3/1
Firearms,5,1995,4,1,1,USA,1995/4/1
Firearms,5,1995,5,2,1,USA,1995/5/1
Firearms,5,1995,6,1,1,USA,1995/6/1
Firearms,5,1995,8,4,1,USA,1995/8/1
Firearms,5,1995,9,1,1,USA,1995/9/1
Firearms,5,1995,11,1,1,USA,1995/11/1
Firearms,5,1995,12,2,1,USA,1995/12/1
Firearms,5,1996,2,1,1,USA,1996/2/1
Firearms,5,1997,2,2,1,USA,1997/2/1
Firearms,5,1997,4,2,1,USA,1997/4/1
Firearms,5,1997,10,1,1,USA,1997/10/1
Firearms,5,1998,7,1,1,USA,1998/7/1
Firearms,5,1998,10,1,1,USA,1998/10/1
Firearms,5,1999,4,1,1,USA,1999/4/1
Firearms,5,1999,7,7,1,USA,1999/7/1
Firearms,5,1999,8,1,1,USA,1999/8/1
Firearms,5,2000,12,1,1,USA,2000/12/1
Firearms,5,2002,7,1,1,USA,2002/7/1
Firearms,5,2002,10,1,1,USA,2002/10/1
Firearms,5,2006,7,1,1,USA,2006/7/1
Firearms,5,2008,7,1,1,USA,2008/7/1
Firearms,5,2009,5,2,1,USA,2009/5/1
Firearms,5,2009,6,2,1,USA,2009/6/1
Firearms,5,2009,11,1,1,USA,2009/11/1
Firearms,5,2010,3,1,1,USA,2010/3/1
Firearms,5,2010,10,4,1,USA,2010/10/1
Firearms,5,2010,11,1,1,USA,2010/11/1
Firearms,5,2011,11,1,1,USA,2011/11/1
Firearms,5,2012,8,2,1,USA,2012/8/1
Firearms,5,2012,9,1,1,USA,2012/9/1
Firearms,5,2013,2,1,1,USA,2013/2/1
Firearms,5,2013,4,2,1,USA,2013/4/1
Firearms,5,2013,11,1,1,USA,2013/11/1
Firearms,5,2014,3,1,1,USA,2014/3/1
Firearms,5,2014,4,3,1,USA,2014/4/1
Firearms,5,2014,6,3,1,USA,2014/6/1
Firearms,5,2014,9,1,1,USA,2014/9/1
Firearms,5,2014,11,3,1,USA,2014/11/1
Firearms,5,2014,12,1,1,USA,2014/12/1
Incendiary,6,1992,1,2,1,USA,1992/1/1
Incendiary,6,1992,2,1,1,USA,1992/2/1
Incendiary,6,1992,4,2,1,USA,1992/4/1
Incendiary,6,1992,6,2,1,USA,1992/6/1
Incendiary,6,1992,7,1,1,USA,1992/7/1
Incendiary,6,1992,8,4,1,USA,1992/8/1
Incendiary,6,1992,9,2,1,USA,1992/9/1
Incendiary,6,1992,10,2,1,USA,1992/10/1
Incendiary,6,1992,11,4,1,USA,1992/11/1
Incendiary,6,1992,12,2,1,USA,1992/12/1
Incendiary,6,1994,1,4,1,USA,1994/1/1
Incendiary,6,1994,3,1,1,USA,1994/3/1
Incendiary,6,1994,7,3,1,USA,1994/7/1
Incendiary,6,1994,8,1,1,USA,1994/8/1
Incendiary,6,1994,9,2,1,USA,1994/9/1
Incendiary,6,1994,10,5,1,USA,1994/10/1
Incendiary,6,1994,12,5,1,USA,1994/12/1
Incendiary,6,1995,1,9,1,USA,1995/1/1
Incendiary,6,1995,2,6,1,USA,1995/2/1
Incendiary,6,1995,3,1,1,USA,1995/3/1
Incendiary,6,1995,4,2,1,USA,1995/4/1
Incendiary,6,1995,6,4,1,USA,1995/6/1
Incendiary,6,1995,8,3,1,USA,1995/8/1
Incendiary,6,1995,9,1,1,USA,1995/9/1
Incendiary,6,1995,11,2,1,USA,1995/11/1
Incendiary,6,1995,12,1,1,USA,1995/12/1
Incendiary,6,1996,1,2,1,USA,1996/1/1
Incendiary,6,1996,5,1,1,USA,1996/5/1
Incendiary,6,1996,7,3,1,USA,1996/7/1
Incendiary,6,1996,8,2,1,USA,1996/8/1
Incendiary,6,1996,9,1,1,USA,1996/9/1
Incendiary,6,1996,10,2,1,USA,1996/10/1
Incendiary,6,1996,11,2,1,USA,1996/11/1
Incendiary,6,1996,12,3,1,USA,1996/12/1
Incendiary,6,1997,1,4,1,USA,1997/1/1
Incendiary,6,1997,2,1,1,USA,1997/2/1
Incendiary,6,1997,3,4,1,USA,1997/3/1
Incendiary,6,1997,4,2,1,USA,1997/4/1
Incendiary,6,1997,5,4,1,USA,1997/5/1
Incendiary,6,1997,7,2,1,USA,1997/7/1
Incendiary,6,1997,11,1,1,USA,1997/11/1
Incendiary,6,1998,3,1,1,USA,1998/3/1
Incendiary,6,1998,4,3,1,USA,1998/4/1
Incendiary,6,1998,5,1,1,USA,1998/5/1
Incendiary,6,1998,6,3,1,USA,1998/6/1
Incendiary,6,1998,7,1,1,USA,1998/7/1
Incendiary,6,1998,8,1,1,USA,1998/8/1
Incendiary,6,1998,9,4,1,USA,1998/9/1
Incendiary,6,1998,10,2,1,USA,1998/10/1
Incendiary,6,1998,12,1,1,USA,1998/12/1
Incendiary,6,1999,3,5,1,USA,1999/3/1
Incendiary,6,1999,4,1,1,USA,1999/4/1
Incendiary,6,1999,5,3,1,USA,1999/5/1
Incendiary,6,1999,6,3,1,USA,1999/6/1
Incendiary,6,1999,7,1,1,USA,1999/7/1
Incendiary,6,1999,8,3,1,USA,1999/8/1
Incendiary,6,1999,10,2,1,USA,1999/10/1
Incendiary,6,1999,11,1,1,USA,1999/11/1
Incendiary,6,1999,12,3,1,USA,1999/12/1
Incendiary,6,2000,1,5,1,USA,2000/1/1
Incendiary,6,2000,2,1,1,USA,2000/2/1
Incendiary,6,2000,3,1,1,USA,2000/3/1
Incendiary,6,2000,4,2,1,USA,2000/4/1
Incendiary,6,2000,5,3,1,USA,2000/5/1
Incendiary,6,2000,7,1,1,USA,2000/7/1
Incendiary,6,2000,9,2,1,USA,2000/9/1
Incendiary,6,2000,10,1,1,USA,2000/10/1
Incendiary,6,2000,11,1,1,USA,2000/11/1
Incendiary,6,2000,12,7,1,USA,2000/12/1
Incendiary,6,2001,1,5,1,USA,2001/1/1
Incendiary,6,2001,2,1,1,USA,2001/2/1
Incendiary,6,2001,3,2,1,USA,2001/3/1
Incendiary,6,2001,4,3,1,USA,2001/4/1
Incendiary,6,2001,5,3,1,USA,2001/5/1
Incendiary,6,2001,6,2,1,USA,2001/6/1
Incendiary,6,2001,7,1,1,USA,2001/7/1
Incendiary,6,2001,8,1,1,USA,2001/8/1
Incendiary,6,2001,9,1,1,USA,2001/9/1
Incendiary,6,2001,10,1,1,USA,2001/10/1
Incendiary,6,2001,11,1,1,USA,2001/11/1
Incendiary,6,2002,1,1,1,USA,2002/1/1
Incendiary,6,2002,3,1,1,USA,2002/3/1
Incendiary,6,2002,5,1,1,USA,2002/5/1
Incendiary,6,2002,6,2,1,USA,2002/6/1
Incendiary,6,2002,8,2,1,USA,2002/8/1
Incendiary,6,2002,9,2,1,USA,2002/9/1
Incendiary,6,2002,11,1,1,USA,2002/11/1
Incendiary,6,2003,1,2,1,USA,2003/1/1
Incendiary,6,2003,3,9,1,USA,2003/3/1
Incendiary,6,2003,4,1,1,USA,2003/4/1
Incendiary,6,2003,5,2,1,USA,2003/5/1
Incendiary,6,2003,6,3,1,USA,2003/6/1
Incendiary,6,2003,8,2,1,USA,2003/8/1
Incendiary,6,2003,9,5,1,USA,2003/9/1
Incendiary,6,2003,10,1,1,USA,2003/10/1
Incendiary,6,2003,11,1,1,USA,2003/11/1
Incendiary,6,2004,2,1,1,USA,2004/2/1
Incendiary,6,2004,4,2,1,USA,2004/4/1
Incendiary,6,2004,6,1,1,USA,2004/6/1
Incendiary,6,2004,7,2,1,USA,2004/7/1
Incendiary,6,2004,12,2,1,USA,2004/12/1
Incendiary,6,2005,1,2,1,USA,2005/1/1
Incendiary,6,2005,2,2,1,USA,2005/2/1
Incendiary,6,2005,3,2,1,USA,2005/3/1
Incendiary,6,2005,4,2,1,USA,2005/4/1
Incendiary,6,2005,5,3,1,USA,2005/5/1
Incendiary,6,2005,7,2,1,USA,2005/7/1
Incendiary,6,2005,9,1,1,USA,2005/9/1
Incendiary,6,2005,11,3,1,USA,2005/11/1
Incendiary,6,2006,1,1,1,USA,2006/1/1
Incendiary,6,2006,6,1,1,USA,2006/6/1
Incendiary,6,2007,3,3,1,USA,2007/3/1
Incendiary,6,2007,5,1,1,USA,2007/5/1
Incendiary,6,2007,6,1,1,USA,2007/6/1
Incendiary,6,2007,12,1,1,USA,2007/12/1
Incendiary,6,2008,2,4,1,USA,2008/2/1
Incendiary,6,2008,3,1,1,USA,2008/3/1
Incendiary,6,2008,4,3,1,USA,2008/4/1
Incendiary,6,2008,5,1,1,USA,2008/5/1
Incendiary,6,2008,8,2,1,USA,2008/8/1
Incendiary,6,2008,11,1,1,USA,2008/11/1
Incendiary,6,2009,3,1,1,USA,2009/3/1
Incendiary,6,2010,4,1,1,USA,2010/4/1
Incendiary,6,2010,6,1,1,USA,2010/6/1
Incendiary,6,2010,7,2,1,USA,2010/7/1
Incendiary,6,2011,1,2,1,USA,2011/1/1
Incendiary,6,2011,4,1,1,USA,2011/4/1
Incendiary,6,2011,9,1,1,USA,2011/9/1
Incendiary,6,2012,1,4,1,USA,2012/1/1
Incendiary,6,2012,4,1,1,USA,2012/4/1
Incendiary,6,2012,7,1,1,USA,2012/7/1
Incendiary,6,2012,8,1,1,USA,2012/8/1
Incendiary,6,2012,11,1,1,USA,2012/11/1
Incendiary,6,2013,2,1,1,USA,2013/2/1
Incendiary,6,2014,9,1,1,USA,2014/9/1
Melee,7,1992,4,1,1,USA,1992/4/1
Melee,7,1992,8,1,1,USA,1992/8/1
Melee,7,1995,3,2,1,USA,1995/3/1
Melee,7,1996,9,1,1,USA,1996/9/1
Melee,7,1996,12,1,1,USA,1996/12/1
Melee,7,1999,8,1,1,USA,1999/8/1
Melee,7,2001,9,4,1,USA,2001/9/1
Melee,7,2008,7,1,1,USA,2008/7/1
Melee,7,2008,10,1,1,USA,2008/10/1
Melee,7,2008,11,1,1,USA,2008/11/1
Melee,7,2009,7,1,1,USA,2009/7/1
Melee,7,2014,10,1,1,USA,2014/10/1
Other,8,1999,8,2,1,USA,1999/8/1
Other,8,1999,10,11,1,USA,1999/10/1
Other,8,2008,6,1,1,USA,2008/6/1
Sabotage Equipment,10,1995,10,1,1,USA,1995/10/1
Sabotage Equipment,10,1999,12,1,1,USA,1999/12/1
Sabotage Equipment,10,2001,7,1,1,USA,2001/7/1
Sabotage Equipment,10,2007,10,1,1,USA,2007/10/1
Sabotage Equipment,10,2009,9,1,1,USA,2009/9/1
Sabotage Equipment,10,2011,10,1,1,USA,2011/10/1
Unknown,11,1994,9,1,1,USA,1994/9/1
Unknown,11,1994,11,1,1,USA,1994/11/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2002,1,1,1,USA,2002/1/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2003,3,1,1,USA,2003/3/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2006,3,1,1,USA,2006/3/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2006,9,1,1,USA,2006/9/1
"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",12,2010,2,1,1,USA,2010/2/1
Explosives/Bombs/Dynamite,3,1992,4,1,1,URY,1992/4/1
Explosives/Bombs/Dynamite,3,1992,5,1,1,URY,1992/5/1
Explosives/Bombs/Dynamite,3,1992,7,1,1,URY,1992/7/1
Explosives/Bombs/Dynamite,3,1992,10,1,1,URY,1992/10/1
Explosives/Bombs/Dynamite,3,1992,11,6,1,URY,1992/11/1
Firearms,5,1992,11,1,1,URY,1992/11/1
Firearms,5,1997,1,1,1,URY,1997/1/1
Firearms,5,1997,4,1,1,URY,1997/4/1
Incendiary,6,1995,9,1,1,URY,1995/9/1
